,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
1348,Peugeot,308,2013,324999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
1349,Volkswagen,Passat,2008,2499.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
1351,BMW,CABRIOLET,2008,77499.5,Essence,11,Manuelle,3,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,135000
1352,Ford,Fiesta,2010,134999.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
1353,Volkswagen,GOLF 4,2000,2499.5,Diesel,7,Manuelle,5,Dédouanée,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,76000
1354,Volkswagen,Tiguan,2016,97499.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,235000
1356,Hyundai,Elantra,2018,77499.5,Diesel,6,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,158000
1358,Citroen,C-ELYSEE,2015,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91000
1359,Dacia,Duster,2020,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,182000
1360,Hyundai,i 30,2016,124999.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
1361,Dacia,Dokker,2015,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78500
1363,Opel,Astra,2005,274999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000
1364,Mercedes-Benz,Classe C,2017,22499.5,Diesel,9,Automatique,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,480000
1365,Audi,A3,2016,174999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,215000
1366,Renault,Kangoo,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,123000
1367,Hyundai,CRETA,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
1369,Skoda,Octavia,2018,104999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,193000
1370,Volkswagen,Polo,2013,154999.5,Essence,6,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,98000
1371,Skoda,Octavia,2018,104999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,193000
1374,Ford,Fiesta,2013,174999.5,Essence,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,73000
1375,Volkswagen,Passat,2013,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137000
1376,BMW,Serie 3,2014,194999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,210000
1377,Ford,Transit,2016,274999.5,Diesel,10,Manuelle,3,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180000
1379,Dacia,Duster,2017,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
1380,Citroen,C4,2009,17499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,69000
1381,Ford,Ranger,2014,224999.5,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,138000
1382,Audi,A1,2014,134999.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,165000
1384,Volkswagen,Polo,2014,104999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,109000
1385,Seat,Ibiza,2010,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78000
1386,Dacia,Logan,2017,67499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,98000
1387,Volkswagen,Polo,2010,164999.5,Diesel,6,Automatique,5,Dédouanée,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
1388,Citroen,C-Elysée,2016,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,95000
1389,Fiat,Punto,2011,164999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000
1391,Dacia,Duster,2011,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,88000
1392,Renault,Clio,2019,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
1393,Peugeot,308,2009,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,85000
1394,Renault,Clio,2013,124999.5,Essence,14,Manuelle,3,WW au Maroc,Oui,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,100000
1395,Citroen,C3,2020,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,148000
1396,Volkswagen,GOLF 5,2004,324999.5,Diesel,8,Automatique,5,Dédouanée,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
1398,Volkswagen,GOLF 4,2003,424999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,76000
1399,Mercedes-Benz,220,2001,32499.5,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85000
1401,Volkswagen,GOLF 6,2012,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,118000
1402,Citroen,C3,2018,77499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119000
1403,Seat,Leon,2017,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
1405,BMW,Serie 5,2011,134999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,162000
1407,Skoda,RAPID,2015,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
1410,BMW,Serie 4 coupé,2016,62499.5,Diesel,8,Automatique,3,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365000
1412,Fiat,Doblo,2015,164999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
1421,Hyundai,ix 35,2016,124999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
1422,Renault,Clio,2018,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,113000
1424,Dacia,Logan,2008,17499.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67000
1427,Ford,Focus,2008,7499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,85000
1428,Dacia,Dokker,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,104000
1430,Peugeot,3008,2020,67499.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,268000
1432,Mercedes-Benz,Classe C,2019,194999.5,Diesel,9,Automatique,5,Dédouanée,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,220000
1435,Volkswagen,GOLF 6,2010,164999.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,150000
1437,Renault,Clio,2016,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,105000
1439,Renault,Kangoo,2019,67499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,137000
1441,Peugeot,Partner,2009,154999.5,Diesel,7,Manuelle,3,Dédouanée,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000
1442,Mercedes-Benz,220,2003,274999.5,Diesel,9,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
1444,Hyundai,i 30,2010,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90000
1446,Kia,Cerato,2011,224999.5,Essence,9,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60000
1447,Renault,Kangoo,2006,154999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
1448,Audi,Q5,2015,124999.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
1449,Volkswagen,Passat,2008,174999.5,Diesel,8,Manuelle,5,Pas encore dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
1450,Dacia,Duster,2011,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,97000
1451,Dacia,Logan,2016,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
1452,Toyota,RAV 4,2007,27499.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75000
1453,Dacia,Dokker,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
1456,Hyundai,Accent,2013,72499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,90000
1458,Toyota,Corolla,2007,324999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,64000
1459,Citroen,C4,2006,194999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
1460,Volkswagen,GOLF 5,2007,324999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,75000
1461,Peugeot,508,2012,184999.5,Diesel,6,Automatique,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,120000
1465,Mercedes-Benz,220,1998,32499.5,Diesel,9,Manuelle,5,Dédouanée,Non,Bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,70200
1466,Dacia,Duster,2018,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154000
1467,Peugeot,2008,2014,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,128000
1468,Renault,Kangoo,2018,124999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000
1472,Dacia,Duster,2015,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
1473,Fiat,TIPO,2017,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,127000
1474,Ford,Focus,2016,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000
1477,Volkswagen,Polo,2012,134999.5,Essence,8,Automatique,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000
1478,Fiat,Doblo,2018,67499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,102000
1481,Dacia,Sandero,2019,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,115000
1483,Volkswagen,Passat,2009,184999.5,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,123000
1484,Peugeot,2008,2019,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,175000
1486,Ford,Focus,2007,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,76000
1488,Seat,Cordoba,2007,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
1489,Renault,Captur,2018,72499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,180000
1490,Volkswagen,GOLF 5,2004,164999.5,Diesel,8,Manuelle,3,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
1494,Volkswagen,GOLF 4,2000,224999.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
1498,Nissan,Qashqai,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,178000
1499,Hyundai,Tucson,2018,134999.5,Diesel,7,Automatique,3,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,250000
1500,Nissan,NOTE,2007,124999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
1502,Ford,Focus,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
1503,Hyundai,i 30,2013,17499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
1505,Citroen,C3,2016,92499.5,Diesel,5,Manuelle,3,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93000
1512,Citroen,Berlingo,2014,12499.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,105000
1516,Peugeot,Tepee,2009,2499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88000
1518,Mercedes-Benz,190,2009,274999.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Excellent,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,62000
1519,Dacia,Sandero,2019,57499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,106000
1520,Hyundai,Santa Fe,2009,184999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
1521,Dacia,Logan,2017,154999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,103000
1526,Mercedes-Benz,Classe E,2002,324999.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
1527,Peugeot,508,2014,154999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,138000
1528,Renault,Clio,2004,224999.5,Essence,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
1530,Hyundai,Accent,2017,134999.5,Diesel,6,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114000
1531,Mercedes-Benz,190,1991,374999.5,Diesel,10,Manuelle,5,Dédouanée,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
1532,Volkswagen,Caddy,2019,27499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,250000
1533,Ford,Kuga,2010,17499.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,127000
1534,Volkswagen,GOLF 5,2008,274999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,98000
1536,Mercedes-Benz,Classe C,2018,164999.5,Diesel,9,Automatique,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000
1538,Mercedes-Benz,220,2003,274999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,105000
1539,Volkswagen,PASSAT CC,2009,144999.5,Diesel,8,Automatique,3,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000
1540,Citroen,C4,2007,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,72000
1541,Volkswagen,Touareg,2018,114999.5,Diesel,12,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,340000
1544,Dacia,Duster,2019,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000
1545,Nissan,Qashqai,2019,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,170000
1546,Renault,Clio,2016,144999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,95000
1548,Ford,Kuga,2015,134999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000
1550,Hyundai,i 30,2011,164999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,92000
1551,Renault,Megane,2009,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77000
1553,Peugeot,208,2018,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,112000
1554,BMW,Serie 1,2009,274999.5,Essence,9,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
1555,Renault,Clio,2021,27499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
1556,Volkswagen,Jetta,2017,97499.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166000
1559,Ford,Fiesta,2014,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,88000
1561,Volkswagen,Touran,2009,194999.5,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103000
1562,Dacia,Dokker,2017,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98000
1563,Hyundai,i 10,2011,47499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
1564,Volkswagen,Polo,2008,27499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67000
1567,Hyundai,Tucson,2010,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,94000
1570,Renault,Kangoo,2018,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
1571,Peugeot,307 SW,2007,224999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,75000
1572,Toyota,RAV 4,2019,12499.5,Diesel,9,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,290000
1574,Nissan,Juke,2019,22499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,158000
1575,Ford,Focus,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,145000
1577,Fiat,GRANDE PUNTO,2007,224999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
1579,BMW,Serie 5,2007,374999.5,Diesel,10,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,95000
1580,Peugeot,Bipper,2015,144999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000
1582,Hyundai,i 30,2015,104999.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,137000
1584,Skoda,Octavia,2020,52499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,190000
1585,Renault,Clio,2016,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,107000
1586,Renault,Scenic,2005,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69000
1587,Renault,Clio,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,98000
1588,Land Rover,Freelander,2010,87499.5,Diesel,9,Automatique,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
1590,Dacia,Logan,2020,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
1591,Opel,Insignia,2011,7499.5,Essence,7,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80000
1592,Citroen,C4 Picasso,2010,164999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,83500
1593,Peugeot,301,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85000
1594,Renault,Kangoo,2012,174999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
1595,Renault,Kangoo,2012,174999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
1597,Peugeot,206+,2013,77499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
1600,Hyundai,Tucson,2020,57499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,299000
1601,Citroen,C3,2010,224999.5,Essence,8,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80000
1602,Mercedes-Benz,220,2001,424999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000
1603,Dacia,Sandero,2015,374999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
1605,Volkswagen,GOLF 7,2015,7499.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,290000
