,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
14979,Volkswagen,Polo,2014,134999.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,98000
14980,Renault,Clio,2014,194999.5,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,65000
14981,Renault,Kangoo,2011,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
14982,Opel,Astra,2014,154999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
14983,Peugeot,407,2005,324999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,70000
14984,BMW,Serie 3,2005,224999.5,Essence,11,Automatique,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,60000
14985,Fiat,Doblo,2016,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,80000
14986,Audi,A4,2017,104999.5,Diesel,8,Automatique,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,330000
14987,Dacia,Duster,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
14988,Volkswagen,Bora,2002,7499.5,Diesel,7,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60000
14989,Opel,Insignia,2010,324999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
14990,Renault,Clio,2012,164999.5,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
14993,Hyundai,Accent,2011,7499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,85000
14994,Renault,Clio,2018,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,127000
14996,Dacia,Sandero,2010,274999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62000
15000,Audi,Q5,2017,114999.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,580000
15001,Volkswagen,GOLF 4,2001,324999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,66000
15002,Fiat,Doblo,2017,47499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100000
15003,Kia,Sorento,2011,374999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
15007,Dacia,Sandero,2015,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,100000
15009,Renault,Kangoo,2006,424999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000
15010,Ford,Transit,2012,7499.5,Diesel,9,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000
15011,Hyundai,Santa Fe,2009,224999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,93000
15012,Toyota,RAV 4,2016,57499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,180000
15014,Dacia,Duster,2014,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120000
15015,Volkswagen,Tiguan,2017,134999.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,330000
15016,Volkswagen,Caddy,2013,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
15017,Mercedes-Benz,Classe C,2005,62499.5,Essence,8,Manuelle,5,Dédouanée,Oui,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,100000
15020,Volkswagen,Caddy,2011,154999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,105000
15021,Renault,Kangoo,2010,224999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000
15022,Nissan,X-Trail,2019,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,200000
15024,Toyota,Corolla,2010,154999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,105000
15025,Renault,Megane,2006,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,68000
15026,Renault,Clio,2010,77499.5,Essence,7,Manuelle,5,Dédouanée,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
15032,Volkswagen,GOLF 5,2007,42499.5,Diesel,8,Manuelle,5,Importée neuve,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
15036,Opel,Insignia,2010,134999.5,Diesel,8,Automatique,5,Importée neuve,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,97000
15038,Peugeot,Partner,2006,7499.5,Diesel,6,Manuelle,5,Dédouanée,Non,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75000
15039,Mercedes-Benz,Classe C,1998,42499.5,Essence,10,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80000
15044,Peugeot,Partner,2006,7499.5,Diesel,6,Manuelle,5,Dédouanée,Non,Excellent,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75000
15046,Volkswagen,Caddy,2014,12499.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
15049,Mercedes-Benz,Classe C,2012,224999.5,Diesel,9,Automatique,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,220000
15051,Renault,Symbol,2012,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,65000
15055,Volkswagen,Tiguan,2018,77499.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,225000
15057,Mercedes-Benz,220,2001,274999.5,Diesel,9,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,85000
15058,Renault,Megane,2018,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,168000
15059,Volkswagen,Tiguan,2017,174999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000
15060,Mercedes-Benz,210,1998,22499.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,87000
15062,Fiat,Linea,2008,224999.5,Diesel,5,Automatique,5,WW au Maroc,Non,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,60000
15063,Citroen,Berlingo,2010,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,64000
15064,Mercedes-Benz,210,1996,22499.5,Diesel,9,Manuelle,5,Dédouanée,Oui,Correct,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70000
15065,Fiat,FIORINO,2018,87499.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,95000
15066,Volkswagen,GOLF 5,2004,194999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,90000
15068,Audi,A3,2011,154999.5,Diesel,6,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,130000
15069,Nissan,Juke,2015,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
15070,Dacia,Sandero,2017,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,112000
15071,Peugeot,407 SW,2008,174999.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,86000
15072,Renault,Espace,2002,22499.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
15073,Peugeot,307,2006,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,62000
15074,Dacia,Duster,2016,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
15075,Land Rover,Range Rover Evoque,2012,82499.5,Diesel,9,Automatique,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
15076,Peugeot,3008,2009,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
15077,Peugeot,508,2018,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,165000
15078,Volkswagen,Touran,2017,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,180000
15079,Mercedes-Benz,220,2000,324999.5,Essence,8,Manuelle,5,Dédouanée,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,74000
15081,Mercedes-Benz,220,2000,374999.5,Essence,8,Manuelle,5,Dédouanée,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,74000
15082,Volkswagen,PASSAT CC,2011,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,130000
15083,Ford,Focus,2007,194999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,77000
15084,Dacia,Sandero,2017,7499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,112000
15087,Volkswagen,Caddy,2010,22499.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
15089,Dacia,Sandero,2020,37499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,122000
15091,Peugeot,Boxer,2017,154999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,160000
15092,Toyota,Yaris,2017,82499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,108000
15093,Volkswagen,Caddy,2014,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,130000
15117,Ford,Transit,2016,104999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179000
15118,Renault,Kangoo,2012,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75000
15119,Citroen,C4 Picasso,2008,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,80000
15122,Ford,Kuga,2014,92499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,155000
15123,Volkswagen,Passat,2005,164999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72500
15124,Renault,Clio,2017,62499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,110000
15126,Opel,Astra,2008,164999.5,Diesel,7,Manuelle,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,75000
15127,Dacia,Duster,2012,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,105000
15128,Volkswagen,Jetta,2018,124999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,185000
15129,Volkswagen,Jetta,2018,124999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,185000
15133,Ford,Focus,2007,27499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,77000
15134,Volkswagen,Touareg,2016,134999.5,Diesel,12,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,193000
15135,Mercedes-Benz,Classe E,2010,164999.5,Diesel,12,Automatique,3,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,150000
15137,Hyundai,Elantra,2015,164999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
15138,Dacia,Sandero,2011,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000
15140,Ford,Focus,2007,324999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74000
15141,Peugeot,Boxer,2014,2499.5,Diesel,10,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
15144,Volkswagen,GOLF 6,2012,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
15146,Renault,Clio,2018,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
15147,Volkswagen,Touareg,2012,184999.5,Diesel,12,Automatique,5,Importée neuve,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
15149,Nissan,Qashqai,2015,144999.5,Diesel,8,Automatique,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,130000
15151,Opel,Astra,2013,97499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,120000
15152,Renault,Clio,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,108000
15154,Fiat,Punto,2011,144999.5,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65000
15157,Kia,Sportage,2008,124999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,80500
15159,Volkswagen,Caddy,2013,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000
15160,Hyundai,Tucson,2019,22499.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,255000
15161,Kia,Carens,2008,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,65000
15162,Renault,Megane,2017,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,149500
15163,Dacia,Sandero,2016,82499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,105000
15164,Volkswagen,Touran,2012,194999.5,Diesel,7,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,163000
15165,Land Rover,Range Rover Evoque,2013,174999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,220000
15166,Kia,Carens,2008,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,65000
15167,Mercedes-Benz,220,2005,2499.5,Diesel,9,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,99000
15168,Peugeot,Bipper,2013,274999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
15170,Mercedes-Benz,220,2005,2499.5,Diesel,9,Automatique,5,Dédouanée,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99000
15171,Renault,Megane Coupe,2004,324999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,65000
15172,Nissan,Juke,2013,87499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,135000
15175,Kia,Sorento,2006,224999.5,Diesel,10,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,65000
15178,Dacia,Sandero,2014,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
15179,Dacia,Duster,2018,92499.5,Diesel,6,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,165000
15180,Skoda,Octavia,2010,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,83000
15183,Dacia,Logan,2015,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
15187,Peugeot,308,2016,77499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
15188,Renault,Kangoo,2011,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,80000
15189,Volkswagen,Touran,2009,224999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,117000
15191,Mercedes-Benz,VANEO,2004,224999.5,Diesel,7,Manuelle,5,Dédouanée,Non,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65000
15192,Volkswagen,Beetle,2001,7499.5,Essence,5,Automatique,5,Dédouanée,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
15193,Renault,Symbol,2010,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,73000
15194,Dacia,Sandero,2011,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
15195,Renault,Megane,2010,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95000
15196,Volkswagen,GOLF 5,2004,224999.5,Diesel,8,Manuelle,5,Dédouanée,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83000
15199,Hyundai,Tucson,2010,144999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
15200,Ford,Focus,2006,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,78000
15201,Renault,Clio,2018,77499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,130000
15202,Ford,Fiesta,2011,194999.5,Essence,7,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,68000
15203,Volkswagen,GOLF 6,2009,174999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000
15205,Nissan,Qashqai,2019,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000
15206,Volkswagen,GOLF 4,2001,2499.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72000
15212,Volkswagen,Touran,2009,22499.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,117000
15213,Toyota,Yaris,2012,17499.5,Essence,6,Manuelle,5,WW au Maroc,Non,Correct,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68000
15214,Dacia,Logan,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,97000
15215,Renault,Grand Scenic,2005,37499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
15216,Citroen,C5,2009,17499.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,110000
15221,Ford,Fusion,2007,374999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65000
15222,Citroen,Berlingo,2014,104999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,105000
15223,Mercedes-Benz,Classe B,2007,224999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
15225,Renault,Megane 3,2013,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,95000
15226,Hyundai,Santa Fe,2012,2499.5,Diesel,9,Automatique,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,160000
15227,Mercedes-Benz,Classe B,2007,224999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
15228,Dacia,Sandero,2021,7499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90000
15229,Volkswagen,PASSAT CC,2009,274999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,129000
15230,Volkswagen,GOLF 4,1998,424999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,65000
15232,Skoda,Octavia,2012,164999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,120000
15234,Peugeot,Partner,2012,144999.5,Diesel,7,Manuelle,3,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
15237,Ford,Focus,2016,47499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,138000
15238,Peugeot,Partner,2011,194999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
15239,Volkswagen,GOLF 4,2003,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
15240,Toyota,Prado,2008,224999.5,Diesel,12,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100000
15241,Dacia,Dokker,2016,97499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
15244,Hyundai,Accent,2009,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68000
15245,Peugeot,2008,2017,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,127000
15246,Mercedes-Benz,Classe S,2009,224999.5,Diesel,12,Automatique,5,Dédouanée,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,165000
15249,Mercedes-Benz,220,2002,274999.5,Diesel,9,Automatique,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,86000
15251,Mercedes-Benz,220,1996,474999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
